minute,red_triage_time,red_idle_time,red_transport_time,red_walking_time,red_functional_delay,green_idle_time,green_transport_time,green_walking_time,green_functional_delay,blue_hammer_time,blue_idle_time,blue_transport_time,blue_walking_time,blue_functional_delay,concurrent_activity_time,concurrent_idle_time,red_score,green_score,blue_score,total_score,saved_type_A_victim,saved_type_B_victim,saved_type_C_victim,Trial_number,Team_number
0,0,60000,0,0,0,60000,0,0,0,0,59066,0,934,0,0,59066,0,0,0,0,0,0,0,T000708,TM000254
1,0,60000,0,0,0,60000,0,0,0,0,24834,0,35166,0,0,24834,0,0,0,0,0,0,0,T000708,TM000254
2,0,5552,0,54448,0,13245,0,46755,0,0,4528,0,55472,0,44812,3812,0,0,0,0,0,0,0,T000708,TM000254
3,9199,5289,14881,30631,6830,13782,0,46218,0,2601,6387,3569,47443,0,28154,918,50,0,0,50,0,0,1,T000708,TM000254
4,6000,626,27403,25971,7333,12982,0,47018,0,900,1038,35236,22826,0,40893,306,50,0,20,70,2,0,1,T000708,TM000254
5,6000,9861,2854,41285,0,9311,0,50689,0,3449,3403,12020,41128,0,32694,101,50,0,0,50,0,0,1,T000708,TM000254
6,5951,7229,23932,22888,0,10799,0,49201,0,0,815,3033,56152,0,35196,0,50,0,10,60,0,1,1,T000708,TM000254
7,8897,6565,5169,39369,3444,15673,32054,12273,0,4503,2483,18753,34261,0,29128,1531,0,10,10,20,1,1,0,T000708,TM000254
8,9201,302,46751,3746,10790,21972,5270,32758,0,5055,4335,4419,46191,0,27414,3469,0,0,0,0,0,0,0,T000708,TM000254
9,2021,2468,22133,33378,0,0,41709,18291,0,1150,1013,24083,33754,0,54349,0,50,50,50,150,0,0,3,T000708,TM000254
10,3979,4036,18058,33927,0,843,16151,43006,0,2600,2238,12852,42310,0,45706,0,50,50,10,110,1,0,2,T000708,TM000254
11,5951,6130,11504,36415,0,6372,28788,24840,0,3549,2717,8404,45330,0,35102,0,0,30,10,40,2,2,0,T000708,TM000254
12,12097,4564,18523,24816,6253,3896,10604,45500,0,3553,2267,10921,43259,0,33012,101,10,50,0,60,0,1,1,T000708,TM000254
13,5821,4306,1431,48442,0,6859,11752,41389,0,3700,916,7353,48031,0,41662,307,0,50,10,60,0,1,1,T000708,TM000254
14,3280,5807,32170,18743,9099,4407,20454,35139,0,0,1432,10532,48036,0,43030,0,0,10,10,20,1,1,0,T000708,TM000254
15,3000,2612,12633,41755,7034,17596,0,42404,0,3720,1832,0,54448,0,34923,1759,50,0,0,50,0,0,1,T000708,TM000254
16,0,1571,0,58429,0,7838,16853,35309,0,5579,-2305,0,56726,0,48483,205,0,50,0,50,0,0,1,T000708,TM000254
0,0,60000,0,0,0,60000,0,0,0,0,60000,0,0,0,0,60000,0,0,0,0,0,0,0,T000829,TM000315
1,0,60000,0,0,0,60000,0,0,0,0,60000,0,0,0,0,60000,0,0,0,0,0,0,0,T000829,TM000315
2,0,24454,0,35546,29280,26601,0,33399,0,0,26583,0,33417,0,16982,9387,0,0,0,0,0,0,0,T000829,TM000315
3,3002,38832,0,18166,60000,18958,0,41042,0,0,36977,0,23023,0,6534,11593,0,0,0,0,0,0,0,T000829,TM000315
4,2827,36946,0,20227,57173,27575,0,32425,0,1754,35875,0,22371,0,4300,12974,0,0,0,0,0,0,0,T000829,TM000315
5,2900,18147,11116,27837,0,22903,12106,24991,0,851,39462,0,19687,0,7798,5860,10,50,0,60,0,1,1,T000829,TM000315
6,3323,6978,14857,34842,870,15648,14306,30046,0,849,39851,0,19300,0,10503,3830,10,10,0,20,1,1,0,T000829,TM000315
7,3001,34414,0,22585,60000,17291,0,42709,0,1699,22932,0,35369,0,10718,4393,0,0,0,0,0,0,0,T000829,TM000315
8,2999,27642,7973,21386,40973,15296,13576,31128,0,1699,43995,0,14306,0,5003,8934,10,0,0,10,0,1,0,T000829,TM000315
9,3000,13561,0,43439,0,29596,2227,28177,0,6190,36529,0,17281,0,3263,2971,0,50,0,50,0,0,1,T000829,TM000315
10,3001,6506,24854,25639,0,7908,25455,26637,0,0,21588,0,38412,0,30588,1953,10,10,0,20,1,1,0,T000829,TM000315
11,2999,30085,6977,19939,42228,17739,0,42261,0,0,31210,0,28790,0,13410,9897,0,0,0,0,0,0,0,T000829,TM000315
12,0,18463,7383,34154,18702,8427,0,51573,0,0,29926,0,30074,0,16634,1226,50,0,0,50,0,0,1,T000829,TM000315
13,3000,27043,8577,21380,49973,13107,0,46893,0,0,34467,0,25533,0,7754,4802,0,0,0,0,0,0,0,T000829,TM000315
14,0,715,9725,49560,0,12196,11302,36502,0,0,38236,0,21764,0,17143,0,50,0,0,50,0,0,1,T000829,TM000315
15,3000,15941,0,41059,16325,8950,13901,37149,0,0,21413,0,38587,0,24637,918,0,50,0,50,0,0,1,T000829,TM000315
16,6000,24620,1052,28328,18881,18134,0,41866,0,850,36777,0,22373,0,8715,7143,0,0,0,0,0,0,0,T000829,TM000315
0,0,55684,0,4316,0,60000,0,0,0,0,59490,0,510,0,0,55174,0,0,0,0,0,0,0,T000832,TM000316
1,0,40724,0,19276,0,60000,0,0,0,0,60000,0,0,0,0,40724,0,0,0,0,0,0,0,T000832,TM000316
2,0,14994,0,45006,0,26145,0,33855,0,1250,9717,0,49033,0,27905,4394,0,0,0,0,0,0,0,T000832,TM000316
3,6002,20379,0,33619,0,30348,0,29652,0,3551,10319,10261,35869,0,15425,6707,0,0,10,10,0,1,0,T000832,TM000316
4,2999,19608,0,37393,0,20059,18003,21938,0,0,15911,16204,27885,0,23465,7478,0,50,10,60,1,0,1,T000832,TM000316
5,9101,20021,0,30878,7698,13710,15205,31085,0,3952,24535,0,31513,0,13699,3165,0,50,0,50,0,0,1,T000832,TM000316
6,3000,5732,23702,27566,0,6623,18953,34424,0,0,20210,24903,14887,0,31325,615,50,50,0,100,0,0,3,T000832,TM000316
7,0,22539,0,37461,39835,20038,14704,25258,0,850,25129,0,34021,0,15063,511,0,50,0,50,0,0,0,T000832,TM000316
8,6000,31363,0,22637,11628,13384,0,46616,0,3300,29433,6771,20496,0,10578,5010,0,0,0,0,0,0,0,T000832,TM000316
9,0,19578,0,40422,0,8897,27253,23850,0,1801,14785,13481,29933,0,25780,2553,0,0,0,0,0,0,1,T000832,TM000316
10,0,20758,0,39242,0,19676,0,40324,0,4400,5832,19401,30367,0,22498,819,0,0,0,0,0,0,0,T000832,TM000316
11,3001,19857,0,37142,0,23344,1370,35286,0,850,14685,4657,39808,0,20809,8159,0,0,10,10,1,0,0,T000832,TM000316
12,2998,18265,0,38737,18120,11217,11782,37001,0,850,8766,2271,48113,0,25767,409,0,50,0,50,0,0,1,T000832,TM000316
13,0,11591,0,48409,0,26733,0,33267,0,0,6543,27985,25472,0,19428,2054,0,0,50,50,0,0,1,T000832,TM000316
14,2999,20421,6852,29728,9753,25476,7521,27003,0,1700,17392,4551,36357,0,16347,5930,0,0,0,0,0,0,0,T000832,TM000316
15,3001,14255,11753,30991,1728,7261,22788,29951,0,5050,8885,0,46065,0,26816,1020,0,100,0,100,0,0,2,T000832,TM000316
16,0,20798,0,39202,0,43983,0,16017,0,0,37134,0,22866,0,3264,13242,0,0,0,0,0,0,0,T000832,TM000316
0,0,57627,0,2373,0,53603,0,6397,0,0,60000,0,0,0,0,52974,0,0,0,0,0,0,0,T000770,TM000285
1,0,60000,0,0,0,58571,0,1429,0,0,60000,0,0,0,0,58571,0,0,0,0,0,0,0,T000770,TM000285
2,0,14551,0,45449,0,11594,0,48406,0,2846,6209,0,50945,0,38006,3992,0,0,0,0,0,0,0,T000770,TM000285
3,2900,12964,7556,36580,17631,11180,8914,39906,0,4448,4037,0,51515,0,31042,716,0,50,0,50,0,0,1,T000770,TM000285
4,11580,9141,9350,29929,18525,3518,11106,45376,0,4405,10957,13979,30659,0,26051,615,0,60,0,60,0,1,1,T000770,TM000285
5,9374,7663,7499,35464,11049,921,29816,29263,0,2600,12588,13634,31178,0,29711,205,0,100,0,100,0,0,2,T000770,TM000285
6,0,8910,5301,45789,0,821,30064,29115,0,898,7544,0,51558,0,42260,0,0,100,0,100,0,0,2,T000770,TM000285
7,6000,3135,24701,26164,0,1944,33401,24655,0,1750,9715,9154,39381,0,35809,102,0,10,0,10,1,0,0,T000770,TM000285
8,3004,3870,25025,28101,0,5728,18307,35965,0,8251,7945,10875,32929,0,35922,922,0,60,0,60,1,0,1,T000770,TM000285
9,2899,6108,10879,40114,0,8240,0,51760,0,4447,10653,14580,30320,0,30612,815,50,0,0,50,0,0,1,T000770,TM000285
10,3000,1398,0,55602,2096,6935,12257,40808,0,7003,8158,0,44839,0,36048,0,0,50,0,50,0,0,1,T000770,TM000285
11,6102,1838,1486,50574,7570,12781,0,47219,0,851,2631,2675,53843,0,38463,1,0,0,0,0,0,0,0,T000770,TM000285
12,5950,3968,12602,37480,0,1167,32275,26558,0,1799,9981,14227,33993,0,41745,0,0,110,10,120,0,2,2,T000770,TM000285
13,3700,6264,11179,38857,0,10794,173,49033,0,5754,6526,2452,45268,0,31777,206,10,0,0,10,0,1,0,T000770,TM000285
14,5949,6130,10802,37119,10071,1019,23658,35323,0,3507,11695,2002,42796,0,35083,102,0,100,0,100,0,0,2,T000770,TM000285
15,3049,4602,4803,47546,0,306,5328,54366,0,1798,2525,0,55677,0,48442,0,10,50,0,60,1,0,1,T000770,TM000285
16,5999,7567,2053,44381,0,917,17075,42008,0,1701,953,6450,50896,0,43572,0,10,0,0,10,1,0,0,T000770,TM000285
0,0,60000,0,0,0,60000,0,0,0,0,60000,0,0,0,0,60000,0,0,0,0,0,0,0,T000784,TM000292
1,0,60000,0,0,0,60000,0,0,0,0,60000,0,0,0,0,60000,0,0,0,0,0,0,0,T000784,TM000292
2,0,14301,0,45699,0,29671,0,30329,0,1756,5979,0,52265,0,29097,5892,0,0,0,0,0,0,0,T000784,TM000292
3,6000,9524,668,43808,11686,8834,22361,28805,0,850,8608,0,50542,0,31929,2159,0,50,0,50,0,0,1,T000784,TM000292
4,0,1328,30084,28588,0,4285,32304,23411,0,4299,9431,0,46270,0,39234,0,10,0,0,10,2,1,0,T000784,TM000292
5,9050,12461,12402,26087,0,11933,20169,27898,0,3699,11821,0,44480,0,29073,4284,20,0,0,20,1,0,0,T000784,TM000292
6,9100,8081,26869,15950,0,10223,33803,15974,0,2650,12996,0,44354,0,24107,1534,0,10,0,10,0,1,0,T000784,TM000292
7,1870,29032,833,28265,43202,6063,19682,34255,0,2852,4826,0,52322,0,24281,208,50,100,0,150,0,0,3,T000784,TM000292
8,7229,10655,22720,19396,4947,11295,22154,26551,0,3601,13628,0,42771,0,22036,2075,0,50,0,50,0,0,1,T000784,TM000292
9,0,7353,14238,38409,0,17573,0,42427,0,850,8069,0,51081,0,30995,509,60,0,0,60,1,0,1,T000784,TM000292
10,4351,10618,0,45031,6790,12267,0,47733,0,4399,2867,0,52734,0,29889,0,0,0,0,0,0,0,0,T000784,TM000292
11,8999,10803,13554,26644,5441,7272,23751,28977,0,1699,14435,0,43866,0,22069,2450,20,50,0,70,0,1,1,T000784,TM000292
12,3001,8989,10803,37207,0,13283,10353,36364,0,799,6687,0,52514,0,34264,1322,10,50,0,60,0,1,1,T000784,TM000292
13,9000,10977,13453,26570,2583,17735,20271,21994,0,851,18281,0,40868,0,18738,2463,10,50,0,60,1,0,1,T000784,TM000292
14,6051,7525,17353,29071,0,7767,28353,23880,0,3551,7361,0,49088,0,30377,0,10,50,0,60,1,0,1,T000784,TM000292
15,6000,14505,8153,31342,0,10896,26436,22668,0,0,10473,0,49527,0,26736,1637,10,60,0,70,0,2,1,T000784,TM000292
16,6001,18615,0,35384,0,16076,17152,26772,0,1751,8543,0,49706,0,21967,1835,0,50,0,50,0,0,1,T000784,TM000292
0,0,60000,0,0,0,60000,0,0,0,0,60000,0,0,0,0,60000,0,0,0,0,0,0,0,T000671,TM000236
1,0,60000,0,0,0,60000,0,0,0,0,60000,0,0,0,0,60000,0,0,0,0,0,0,0,T000671,TM000236
2,0,16069,0,43931,0,25024,0,34976,0,1849,11709,0,46442,0,24244,4735,0,0,0,0,0,0,0,T000671,TM000236
3,9145,13291,0,37564,2809,10343,23889,25768,0,0,21212,27403,11385,0,22815,6248,0,50,50,100,0,0,2,T000671,TM000236
4,3050,9536,35983,11431,0,11171,18969,29860,0,2149,9845,0,48006,0,22718,612,0,50,0,50,0,0,1,T000671,TM000236
5,2950,5131,50318,1601,10001,33224,4384,22392,0,1100,2062,0,56838,0,14408,815,0,0,0,0,0,0,0,T000671,TM000236
6,0,6929,30002,23069,0,9786,11770,38444,0,11404,20028,0,28568,0,20620,416,10,50,0,60,1,0,1,T000671,TM000236
7,3001,17782,1734,37483,9536,23812,0,36188,0,1100,16488,0,42412,0,17486,2044,0,0,0,0,0,0,0,T000671,TM000236
8,3000,279,38953,17768,5261,29672,0,30328,0,1148,13232,0,45620,0,21605,1961,50,0,0,50,0,0,1,T000671,TM000236
9,0,697,31218,28085,0,32289,0,27711,0,6803,4904,0,48293,0,16113,2338,50,0,0,50,0,0,1,T000671,TM000236
10,12049,9520,0,38431,0,21340,22484,16176,0,7045,16214,8586,28155,0,13663,5216,0,0,0,0,0,0,0,T000671,TM000236
11,0,6621,43037,10342,0,4294,36655,19051,0,0,10608,37320,12072,0,23735,718,0,50,10,60,1,0,1,T000671,TM000236
12,6050,5785,16024,32141,0,8178,16669,35153,0,0,6211,0,53789,0,34691,0,20,10,0,30,0,3,0,T000671,TM000236
13,884,3452,0,55664,3833,21607,0,38393,0,0,2648,35457,21895,0,33858,0,0,0,10,10,1,0,0,T000671,TM000236
14,2116,29418,2051,26415,60000,26334,14452,19214,0,1753,8771,0,49476,0,9710,1937,0,10,0,10,1,0,0,T000671,TM000236
15,3000,10150,1049,45801,42065,6620,12184,41196,0,2848,12758,0,44394,0,31025,716,0,0,0,0,0,0,0,T000671,TM000236
16,0,7890,0,52110,0,7075,5868,47057,0,2907,20874,0,36219,0,30165,1434,0,50,0,50,0,0,1,T000671,TM000236
0,0,60000,0,0,0,60000,0,0,0,0,60000,0,0,0,0,60000,0,0,0,0,0,0,0,T000683,TM000242
1,0,60000,0,0,0,60000,0,0,0,0,60000,0,0,0,0,60000,0,0,0,0,0,0,0,T000683,TM000242
2,0,12294,2769,44937,0,12894,0,47106,0,1799,7927,0,50274,0,36887,5748,0,0,0,0,0,0,0,T000683,TM000242
3,7721,14707,1182,36390,9843,10694,17807,31499,0,5320,2161,0,52519,0,28569,102,0,0,0,0,0,1,0,T000683,TM000242
4,4380,15512,11101,29007,31131,12524,7270,40206,0,2229,33733,0,24038,0,8990,3079,0,0,0,0,1,0,0,T000683,TM000242
5,0,17259,0,42741,6159,7149,27635,25216,0,1750,17086,0,41164,0,24357,711,0,0,0,0,1,0,0,T000683,TM000242
6,5999,27908,0,26093,52081,16081,0,43919,0,2549,18393,0,39058,0,15479,4289,0,0,0,0,0,0,0,T000683,TM000242
7,0,13648,0,46352,0,6390,26028,27582,0,1599,24973,0,33428,0,19482,0,0,10,0,10,1,0,0,T000683,TM000242
8,0,20883,0,39117,0,1022,30254,28724,0,2448,9060,0,48492,0,27513,517,0,50,0,50,0,0,1,T000683,TM000242
9,0,14180,0,45820,2429,0,60000,0,0,1099,15846,5069,37986,0,22080,719,0,0,0,0,0,0,0,T000683,TM000242
10,6100,45995,3171,4734,54830,102,54285,5613,0,1799,8341,2332,47528,0,4311,816,0,10,0,10,0,1,0,T000683,TM000242
11,0,6658,1433,51909,0,14494,4151,41355,0,13697,14337,0,31966,0,21638,0,0,0,0,0,0,0,0,T000683,TM000242
12,6000,9754,8259,35987,0,4386,13217,42397,0,1000,14090,10704,34206,0,26621,204,0,0,100,100,0,0,2,T000683,TM000242
13,2901,20030,5071,31998,0,3170,34890,21940,0,0,5222,34069,20709,0,26912,101,0,30,0,30,0,2,0,T000683,TM000242
14,2999,11833,7953,37215,0,1024,0,58976,0,1950,9168,334,48548,0,35985,102,10,0,10,20,2,0,0,T000683,TM000242
15,3170,9492,0,47338,12405,7052,22504,30444,0,15957,7477,0,36566,0,32607,3887,0,50,0,50,0,0,1,T000683,TM000242
16,2980,25721,3901,27398,0,4822,20253,34925,0,2847,4727,0,52426,0,21071,7,0,10,0,10,1,0,0,T000683,TM000242
0,0,60000,0,0,0,60000,0,0,0,0,60000,0,0,0,0,60000,0,0,0,0,0,0,0,T000724,TM000262
1,0,60000,0,0,0,60000,0,0,0,0,60000,0,0,0,0,60000,0,0,0,0,0,0,0,T000724,TM000262
2,0,8657,0,51343,0,17009,0,42991,0,2201,4664,0,53135,0,38470,3831,0,0,0,0,0,0,0,T000724,TM000262
3,9259,19441,11803,19497,0,13171,0,46829,0,11953,5827,1486,40734,0,15111,2048,0,0,0,0,0,0,0,T000724,TM000262
4,3000,7549,1074,48377,6569,17914,0,42086,0,0,2462,2727,54811,0,31499,0,0,0,0,0,0,0,0,T000724,TM000262
5,5950,11730,13387,28933,0,6261,36294,17445,0,2860,1058,15531,40551,0,31002,819,0,50,0,50,1,0,1,T000724,TM000262
6,6077,22746,3999,27178,0,1559,27571,30870,0,2606,9382,7434,40578,0,22220,716,0,120,0,120,1,0,2,T000724,TM000262
7,7300,20273,9402,23025,15148,6374,4861,48765,0,2152,8983,1952,46913,0,23638,723,0,10,0,10,1,0,0,T000724,TM000262
8,4631,19890,17703,17776,0,18897,0,41103,0,0,2297,0,57703,0,20242,732,0,0,0,0,0,0,0,T000724,TM000262
9,2998,12338,5623,39041,0,7682,13396,38922,0,849,1691,11351,46109,0,36685,205,0,20,0,20,0,2,0,T000724,TM000262
10,3001,21134,25550,10315,6260,3604,46669,9727,0,1701,4880,6402,47017,0,18371,1133,0,120,0,120,1,1,2,T000724,TM000262
11,8949,23312,3978,23761,0,1535,27922,30543,0,0,3482,6295,50223,0,23750,408,0,70,0,70,0,2,1,T000724,TM000262
12,4425,37822,5903,11850,0,5959,19668,34373,0,0,12806,0,47194,0,6676,1121,0,60,0,60,0,1,1,T000724,TM000262
13,2374,15033,30601,11992,0,1735,25296,32969,0,0,2059,0,57941,0,22639,101,0,10,0,10,1,0,0,T000724,TM000262
14,3000,37478,0,19522,0,4203,28079,27718,0,2652,4390,2350,50608,0,16560,306,0,0,0,0,0,0,0,T000724,TM000262
15,0,8684,9301,42015,0,312,20778,38910,0,1797,-54,0,58257,0,44631,0,0,60,0,60,1,0,1,T000724,TM000262
16,9053,6387,23504,21056,0,2868,24520,32612,0,0,6101,21844,32055,0,37664,724,50,100,0,150,0,0,3,T000724,TM000262
0,0,58452,0,1548,0,59484,0,516,0,0,57712,0,2288,0,0,55648,0,0,0,0,0,0,0,T000757,TM000279
1,0,60000,0,0,0,60000,0,0,0,0,60000,0,0,0,0,60000,0,0,0,0,0,0,0,T000757,TM000279
2,4746,10045,0,45209,0,18277,0,41723,0,1753,4650,2543,51054,0,33159,3822,0,0,0,0,0,0,0,T000757,TM000279
3,3050,9834,7408,39708,0,16176,0,43824,0,850,5380,12520,41250,0,32502,1350,0,0,10,10,0,1,0,T000757,TM000279
4,7204,11655,18645,22496,0,22708,0,37292,0,2199,6976,27700,23125,0,22179,2355,0,0,0,0,0,0,0,T000757,TM000279
5,9001,7024,15205,28770,19012,20375,8353,31272,0,2255,7967,1997,47781,0,26067,2572,0,10,0,10,1,0,0,T000757,TM000279
6,0,8399,19359,32242,0,15854,15406,28740,0,0,4295,39711,15994,0,32261,290,50,10,20,80,2,1,1,T000757,TM000279
7,3297,8524,0,48179,23997,7013,14002,38985,0,0,3570,22202,34228,0,40123,0,0,10,50,60,1,0,1,T000757,TM000279
8,6252,9302,14846,29600,0,14353,26302,19345,0,7546,5789,6452,40213,0,25801,1931,0,50,10,60,0,1,1,T000757,TM000279
9,2950,17352,12509,27189,28389,14939,19452,25609,0,13503,6923,0,39574,0,14823,3704,0,50,0,50,0,0,1,T000757,TM000279
10,3001,25071,10401,21527,25453,16219,0,43781,0,1701,11447,15652,31200,0,22341,5000,50,0,10,60,0,1,1,T000757,TM000279
11,2999,10471,0,46530,0,24898,0,35102,0,0,10631,0,49369,0,21830,2141,0,0,0,0,0,0,0,T000757,TM000279
12,397,9124,0,50479,0,9567,16455,33978,0,5449,2247,31651,20653,0,37522,718,0,10,0,10,0,1,0,T000757,TM000279
13,5604,9607,23956,20833,7136,18411,13948,27641,0,0,13914,0,46086,0,22982,1427,50,10,0,60,1,0,1,T000757,TM000279
14,9050,11233,8397,31320,5295,7949,15253,36798,0,1749,9660,17446,31145,0,24456,1115,0,50,0,50,0,0,1,T000757,TM000279
15,0,306,34358,25336,3237,18688,0,41312,0,5402,9713,25255,19630,0,29230,2237,50,0,50,100,0,0,2,T000757,TM000279
16,9001,12219,0,38780,6253,12398,26296,21306,0,850,7002,10251,41897,0,23843,1428,0,50,0,50,0,0,1,T000757,TM000279
0,0,59031,0,969,0,49528,0,10472,0,0,60000,0,0,0,0,49414,0,0,0,0,0,0,0,T000646,TM000223
1,0,55891,0,4109,0,7643,0,52357,0,0,59685,0,315,0,107,7643,0,0,0,0,0,0,0,T000646,TM000223
2,0,17287,0,42713,16100,11436,0,48564,0,0,12933,0,47067,0,29879,1083,0,0,0,0,0,0,0,T000646,TM000223
3,3000,17103,19185,20712,47918,20402,0,39598,0,6349,12092,7851,33708,0,15057,4118,0,0,0,0,0,0,0,T000646,TM000223
4,8999,13687,13827,23487,8806,11104,11054,37842,0,0,19312,7694,32994,0,19275,3197,0,50,10,60,0,1,1,T000646,TM000223
5,3033,6455,27124,23388,3229,19998,4557,35445,0,2601,22266,5621,29512,0,17444,4427,50,10,0,60,1,0,1,T000646,TM000223
6,9021,6189,21757,23033,0,2365,37114,20521,0,10103,12808,5149,31940,0,20353,628,10,100,0,110,1,0,2,T000646,TM000223
7,3000,16297,3299,37404,0,7943,19906,32151,0,901,17702,30679,10718,0,18619,633,0,50,0,50,0,0,1,T000646,TM000223
8,6051,21251,10354,22344,0,8248,31105,20647,0,0,1068,41604,17328,0,24366,1488,10,10,50,70,1,1,1,T000646,TM000223
9,5998,18936,15003,20063,0,16579,0,43421,0,851,4844,2570,51735,0,21959,105,50,0,0,50,0,0,1,T000646,TM000223
10,12049,6042,18456,23453,10849,14533,0,45467,0,6150,5772,16301,31777,0,22636,2097,50,0,10,60,0,1,1,T000646,TM000223
11,0,12779,14950,32271,0,8175,0,51825,0,1750,6299,13204,38747,0,33099,103,0,0,10,10,1,0,0,T000646,TM000223
12,7200,14058,2903,35839,0,2685,17809,39506,0,0,13346,9801,36853,0,28467,104,10,10,0,20,1,1,0,T000646,TM000223
13,14050,4594,23904,17452,5328,7523,28659,23818,0,2601,11939,3352,42108,0,31223,3596,10,110,0,120,0,2,2,T000646,TM000223
14,3731,7342,16151,32776,0,4879,15404,39717,0,2700,17389,14200,25711,0,28813,2,10,10,0,20,1,1,0,T000646,TM000223
15,5952,5345,15602,33101,4700,21432,14880,23688,0,1701,16921,7351,34027,0,16510,2127,10,0,0,10,0,1,0,T000646,TM000223
16,5321,6381,16456,31842,0,2943,13028,44029,0,3498,7606,851,48045,0,38046,733,20,100,0,120,2,0,2,T000646,TM000223
0,0,60000,0,0,0,60000,0,0,0,0,60000,0,0,0,0,60000,0,0,0,0,0,0,0,T000840,TM000320
1,0,60000,0,0,0,60000,0,0,0,0,60000,0,0,0,0,60000,0,0,0,0,0,0,0,T000840,TM000320
2,0,15389,0,44611,4771,31134,0,28866,0,4647,10060,0,45293,0,26002,9893,0,0,0,0,0,0,0,T000840,TM000320
3,8952,4296,33602,13150,572,12355,29947,17698,0,0,50259,0,9741,0,5092,6866,50,50,0,100,0,0,2,T000840,TM000320
4,0,9317,0,50683,0,27368,5125,27507,0,0,27482,0,32518,0,18273,3566,0,50,0,50,0,0,1,T000840,TM000320
5,3000,1501,0,55499,5536,19670,0,40330,0,0,10112,0,49888,0,32167,292,0,0,0,0,0,0,0,T000840,TM000320
6,3001,13303,17151,26545,31621,26268,15099,18633,0,1750,26395,0,31855,0,15140,12094,0,50,0,50,0,0,1,T000840,TM000320
7,6000,16071,10804,27125,0,10526,17106,32368,0,0,32767,0,27233,0,19152,4496,0,20,0,20,1,1,0,T000840,TM000320
8,6049,14199,19652,20100,17952,6874,37056,16070,0,5303,32111,0,22586,0,11739,4302,0,10,0,10,1,0,0,T000840,TM000320
9,5278,11150,0,43572,0,8518,12906,38576,0,0,15630,0,44370,0,29294,511,0,60,0,60,0,1,1,T000840,TM000320
10,721,15668,0,43611,0,11333,19803,28864,0,0,48339,0,11661,0,5416,1732,0,10,0,10,1,0,0,T000840,TM000320
11,0,2563,0,57437,0,9179,39253,11568,0,3451,35357,0,21192,0,13887,102,0,10,0,10,0,1,0,T000840,TM000320
12,0,3270,0,56730,0,16148,0,43852,0,0,25139,0,34861,0,24430,408,0,0,0,0,0,0,0,T000840,TM000320
13,5999,17318,0,36683,30442,26688,0,33312,0,900,29257,0,29843,0,11501,5933,0,0,0,0,0,0,0,T000840,TM000320
14,2951,26552,0,30497,60000,31474,427,28099,0,6201,29353,0,24446,0,5409,10039,0,0,0,0,0,0,0,T000840,TM000320
15,6001,9218,0,44781,1522,8266,30955,20779,0,1099,29527,0,29374,0,16756,1996,0,60,0,60,0,1,1,T000840,TM000320
16,0,12469,7529,40002,0,3162,34676,22162,0,850,31689,0,27461,0,17060,1633,0,60,0,60,1,0,1,T000840,TM000320
0,0,57161,0,2839,0,52652,0,7348,0,0,58099,0,1901,0,0,50126,0,0,0,0,0,0,0,T000663,TM000232
1,0,60000,0,0,0,60000,0,0,0,0,60000,0,0,0,0,60000,0,0,0,0,0,0,0,T000663,TM000232
2,2994,23343,0,33663,0,29407,0,30593,0,0,13278,5315,41407,0,23300,10204,0,0,0,0,0,0,0,T000663,TM000232
3,6049,12297,0,41654,0,18731,20,41249,0,1802,20,14799,43379,0,30917,743,0,0,50,50,0,0,1,T000663,TM000232
4,6001,10063,22506,21430,0,5331,22584,32085,0,2900,8095,15779,33226,0,32194,1152,10,10,50,70,1,2,0,T000663,TM000232
5,3002,9953,23650,23395,0,19460,0,40540,0,1200,7458,0,51342,0,26099,961,0,0,0,0,0,0,0,T000663,TM000232
6,6050,12309,7400,34241,0,9381,10653,39966,0,0,930,37174,21896,0,33458,0,0,10,50,60,0,1,1,T000663,TM000232
7,6000,8568,27821,17611,10420,18863,25019,16118,0,0,0,21185,38815,0,18334,0,0,0,10,10,1,0,0,T000663,TM000232
8,1570,623,37336,20471,0,11743,29184,19073,0,4453,12457,5952,37138,0,28618,417,50,10,0,60,1,0,1,T000663,TM000232
9,4432,3204,46519,5845,0,19909,0,40091,0,2899,5022,4054,48025,0,29949,1490,0,0,10,10,1,0,0,T000663,TM000232
10,0,7335,23685,28980,0,32358,0,27642,0,14859,7410,0,37731,0,13360,2772,50,0,0,50,0,0,1,T000663,TM000232
11,3000,16756,21569,18675,21480,16765,0,43235,0,7726,2822,0,49452,0,24185,1062,0,0,0,0,0,0,0,T000663,TM000232
12,0,9717,24131,26152,3501,12067,21605,26328,0,6123,6472,0,47405,0,27162,107,0,50,0,50,0,0,1,T000663,TM000232
13,8900,33808,0,17292,16680,7800,22922,29278,0,5480,405,8704,45411,0,10638,311,0,50,0,50,0,0,1,T000663,TM000232
14,2999,1635,19709,35657,0,3805,18386,37809,0,6551,8579,12298,32572,0,35620,0,50,50,0,100,0,0,2,T000663,TM000232
15,13849,13643,17045,15463,0,7270,17504,35226,0,0,8573,21664,29763,0,26209,1772,0,50,20,70,0,2,1,T000663,TM000232
16,6000,18553,7853,27594,0,4737,20060,35203,0,901,5836,0,53263,0,27757,0,10,20,0,30,2,1,0,T000663,TM000232
0,0,60000,0,0,0,60000,0,0,0,0,60000,0,0,0,0,60000,0,0,0,0,0,0,0,T000766,TM000283
