minute,red_triage_time,red_idle_time,red_transport_time,red_walking_time,red_functional_delay,green_idle_time,green_transport_time,green_walking_time,green_functional_delay,blue_hammer_time,blue_idle_time,blue_transport_time,blue_walking_time,blue_functional_delay,concurrent_activity_time,concurrent_idle_time,red_score,green_score,blue_score,total_score,saved_type_A_victim,saved_type_B_victim,saved_type_C_victim,Trial_number,Team_number
16,3000,2106,22403,32491,5242,4086,0,55914,0,0,2858,0,57142,0,50400,0,50,0,0,50,0,0,1,T000736,TM000268
0,0,58354,0,1646,0,23299,0,36701,0,0,45630,0,14370,0,512,17259,0,0,0,0,0,0,0,T000823,TM000312
1,0,58773,0,1227,0,31302,0,28698,0,0,50053,0,9947,0,0,25763,0,0,0,0,0,0,0,T000823,TM000312
2,2570,13161,0,44269,0,8269,0,51731,0,4504,3628,0,51868,0,38792,1952,0,0,0,0,0,0,0,T000823,TM000312
3,6427,12093,6224,35256,3858,9117,23728,27155,0,0,14052,13007,32941,0,26366,1041,0,10,0,10,0,1,0,T000823,TM000312
4,5996,9920,9934,34150,13220,14520,12639,32841,0,1751,13400,0,44849,0,24550,727,0,60,0,60,1,0,1,T000823,TM000312
5,6001,5002,26058,22939,0,2750,25209,32041,0,10860,12151,0,36989,0,27206,102,0,50,0,50,0,0,1,T000823,TM000312
6,0,4294,16235,39471,0,1937,35904,22159,0,4459,7324,0,48217,0,39302,101,0,20,0,20,1,1,0,T000823,TM000312
7,6051,5428,20948,27573,0,14632,0,45368,0,2599,18230,0,39171,0,23122,512,20,0,0,20,2,0,0,T000823,TM000312
8,3000,3999,20565,32436,3550,29310,869,29821,0,1801,13355,0,44844,0,19089,1233,50,0,0,50,0,0,1,T000823,TM000312
9,0,7365,0,52635,0,0,59932,68,0,11621,8280,0,40099,0,25659,713,0,50,0,50,0,0,1,T000823,TM000312
10,6000,15756,12105,26139,0,16216,0,43784,0,7128,16472,0,36400,0,16276,3665,10,0,0,10,1,0,0,T000823,TM000312
11,2999,14007,6854,36140,15999,4610,13523,41867,0,8304,10324,0,41372,0,27045,2476,0,10,0,10,0,1,0,T000823,TM000312
12,10202,14067,15110,20621,8929,6539,32756,20705,0,849,21349,0,37802,0,22282,5830,0,60,0,60,0,1,1,T000823,TM000312
13,3000,1910,15134,39956,0,9730,982,49288,0,901,3487,2871,52741,0,40047,0,10,10,0,20,1,1,0,T000823,TM000312
14,8473,10103,3750,37674,13708,5517,31310,23173,0,11589,7104,1033,40274,0,29665,713,0,100,10,110,1,0,2,T000823,TM000312
15,6531,1460,4059,47950,0,3064,29472,27464,0,898,13841,5801,39460,0,40868,1324,0,100,0,100,0,0,2,T000823,TM000312
16,6003,7177,4551,42269,0,412,28155,31433,0,6248,17723,0,36029,0,30002,0,0,100,0,100,0,0,2,T000823,TM000312
0,0,60000,0,0,0,60000,0,0,0,0,60000,0,0,0,0,60000,0,0,0,0,0,0,0,T000713,TM000257
1,0,60000,0,0,0,60000,0,0,0,0,60000,0,0,0,0,60000,0,0,0,0,0,0,0,T000713,TM000257
2,3000,6852,0,50148,0,17060,0,42940,0,4846,7542,0,47612,0,36284,5434,0,0,0,0,0,0,0,T000713,TM000257
3,6050,12637,10702,30611,0,6963,26615,26422,0,1701,5061,0,53238,0,30384,205,0,20,0,20,1,1,0,T000713,TM000257
4,3051,12179,9692,35078,42350,9353,20618,30029,0,10646,7516,0,41838,0,22183,101,0,50,0,50,0,0,1,T000713,TM000257
5,9000,6057,23055,21888,1084,1855,26240,31905,0,6450,5238,0,48312,0,35399,101,0,60,0,60,1,0,1,T000713,TM000257
6,6799,21420,9164,22617,6661,6359,16156,37485,0,1650,11379,0,46971,0,19549,101,0,10,0,10,1,0,0,T000713,TM000257
7,0,6047,11197,42756,0,8054,23608,28338,0,6247,4020,0,49733,0,36228,714,10,60,0,70,1,1,1,T000713,TM000257
8,3000,10730,6201,40069,18759,23698,2645,33657,0,3700,1962,0,54338,0,22977,102,0,10,0,10,0,1,0,T000713,TM000257
9,2999,7566,19353,30082,1585,18226,26315,15459,0,900,3396,0,55704,0,18933,102,0,0,0,0,0,0,0,T000713,TM000257
10,3001,5503,12749,38747,7005,3569,38037,18394,0,6247,3603,0,50150,0,27545,409,0,0,0,0,0,0,0,T000713,TM000257
11,6051,818,5466,47665,0,28162,0,31838,0,22404,10600,0,26996,0,17098,4014,0,0,0,0,0,0,0,T000713,TM000257
12,8408,11895,27202,12495,41404,11670,18572,29758,0,3501,10624,0,45875,0,15963,1734,0,110,0,110,0,1,2,T000713,TM000257
13,0,10320,1037,48643,0,22432,6489,31079,0,4214,5781,21997,28008,0,23534,2654,0,10,0,10,1,0,0,T000713,TM000257
14,9001,13038,11853,26108,0,8138,9504,42358,0,1888,8223,28554,21335,0,25829,916,0,60,10,70,0,2,1,T000713,TM000257
15,2999,20108,15101,21792,6872,10624,3854,45522,0,4300,5253,0,50447,0,24379,509,0,10,0,10,1,0,0,T000713,TM000257
16,3050,5233,0,51717,0,9003,28768,22229,0,1747,6235,0,52018,0,38579,202,0,50,0,50,0,0,1,T000713,TM000257
0,0,60000,0,0,0,60000,0,0,0,0,60000,0,0,0,0,60000,0,0,0,0,0,0,0,T000762,TM000281
1,0,60000,0,0,0,59040,0,960,0,0,60000,0,0,0,0,59040,0,0,0,0,0,0,0,T000762,TM000281
2,3000,11150,860,44990,0,10330,0,49670,0,1816,9134,0,49050,0,39012,4219,0,0,0,0,0,0,0,T000762,TM000281
3,2999,6851,15846,34304,423,20674,0,39326,0,1750,10912,19922,27416,0,20625,1129,50,0,0,50,0,0,1,T000762,TM000281
4,1374,7694,16115,34817,8527,22509,0,37491,0,851,15974,11633,31542,0,22042,1242,10,0,0,10,1,0,0,T000762,TM000281
5,7627,5096,29426,17851,0,12468,0,47532,0,0,8665,0,51335,0,33050,1544,50,0,0,50,0,0,1,T000762,TM000281
6,0,1547,3882,54571,0,17097,0,42903,0,0,512,53163,6325,0,33416,407,10,0,0,10,1,0,0,T000762,TM000281
7,0,6039,0,53961,0,19110,0,40890,0,2699,12029,1478,43794,0,28690,916,0,0,0,0,0,1,0,T000762,TM000281
8,3000,9738,0,47262,6921,8205,16157,35638,0,0,2889,0,57111,0,39877,0,0,50,0,50,0,0,1,T000762,TM000281
9,3000,7443,3595,45962,6508,4221,19504,36275,0,1751,9222,0,49027,0,36520,102,0,50,0,50,0,0,1,T000762,TM000281
10,6000,23759,0,30241,20249,4283,38474,17243,0,1850,6009,0,52141,0,23604,2138,0,10,0,10,0,1,0,T000762,TM000281
11,6998,2730,19105,31167,3977,8522,18331,33147,0,901,7629,0,51470,0,38670,1642,50,60,0,110,0,1,2,T000762,TM000281
12,7573,5728,20112,26587,0,8216,20421,31363,0,0,14964,0,45036,0,32423,2974,0,20,0,20,1,1,0,T000762,TM000281
13,6576,3551,22551,27322,0,20151,13915,25934,0,851,18910,27753,12486,0,30722,7458,50,10,0,60,1,0,1,T000762,TM000281
14,6000,5292,10000,38708,20177,6836,13905,39259,0,4251,12502,0,43247,0,32194,1132,0,60,0,60,0,1,1,T000762,TM000281
15,13149,3284,21819,21748,24780,9681,28957,21362,0,1800,5671,0,52529,0,30973,2048,0,100,0,100,0,0,2,T000762,TM000281
16,3001,2631,45090,9278,13726,5885,26702,27413,0,1750,17438,4641,36171,0,28911,1446,50,50,0,100,1,0,2,T000762,TM000281
0,0,60000,0,0,0,60000,0,0,0,0,60000,0,0,0,0,60000,0,0,0,0,0,0,0,T000731,TM000266
1,0,60000,0,0,0,60000,0,0,0,0,60000,0,0,0,0,60000,0,0,0,0,0,0,0,T000731,TM000266
2,0,12552,0,47448,0,30324,0,29676,0,0,13898,0,46102,0,23917,6203,0,0,0,0,0,0,0,T000731,TM000266
3,6050,25752,7454,20744,2748,20886,19900,19214,0,850,22487,0,36663,0,9884,6812,0,50,0,50,0,0,1,T000731,TM000266
4,6051,21733,3651,28565,0,13743,21009,25248,0,0,8980,0,51020,0,18958,1438,0,20,0,20,1,1,0,T000731,TM000266
5,0,16347,7950,35703,1075,9808,12355,37837,0,1700,18323,0,39977,0,23292,1535,0,10,0,10,0,1,0,T000731,TM000266
6,6003,12838,24341,16818,10981,20800,9622,29578,0,850,18250,0,40900,0,14626,5222,0,50,0,50,0,0,1,T000731,TM000266
7,4469,13992,3901,37638,0,18435,8989,32576,0,4453,13704,0,41843,0,20417,1731,0,60,0,60,0,1,1,T000731,TM000266
8,4437,19794,5102,30667,0,8483,18057,33460,0,5350,15606,0,39044,0,19103,1530,0,10,0,10,1,0,0,T000731,TM000266
9,3000,17679,517,38804,0,29365,0,30635,0,5551,11179,0,43270,0,15571,4103,0,0,0,0,0,0,0,T000731,TM000266
10,3049,8613,27985,20353,0,4708,53268,2024,0,2600,6106,0,51294,0,21592,1932,0,0,0,0,0,0,0,T000731,TM000266
11,0,4098,33820,22082,0,0,60000,0,0,9945,6268,0,43787,0,9281,206,0,0,0,0,0,0,0,T000731,TM000266
12,0,8212,16937,34851,4166,22244,2190,35566,0,4549,10257,0,45194,0,22144,617,10,50,0,60,0,1,1,T000731,TM000266
13,5169,9791,0,45040,17287,12741,29005,18254,0,1999,16745,9901,31355,0,22586,3767,0,60,0,60,1,0,1,T000731,TM000266
14,831,27527,16975,14667,0,12772,18864,28364,0,5349,14035,0,40616,0,16121,3315,0,50,0,50,0,0,1,T000731,TM000266
15,3000,3836,12233,40931,0,13705,12052,34243,0,2599,13523,0,43878,0,26802,205,0,10,0,10,1,0,0,T000731,TM000266
16,6100,7077,24918,21905,2348,22607,9004,28389,0,2699,25520,0,31781,0,17214,2963,0,50,0,50,0,0,1,T000731,TM000266
0,0,60000,0,0,0,60000,0,0,0,0,60000,0,0,0,0,60000,0,0,0,0,0,0,0,T000605,TM000203
1,0,60000,0,0,0,60000,0,0,0,0,60000,0,0,0,0,60000,0,0,0,0,0,0,0,T000605,TM000203
2,0,12150,0,47850,7227,13241,0,46759,0,0,4821,0,55179,0,42063,4611,0,0,0,0,0,0,0,T000605,TM000203
3,6049,11738,34652,7561,17184,12575,6166,41259,0,1702,7194,11953,39151,0,22891,528,50,10,0,60,0,1,1,T000605,TM000203
4,0,29328,0,30672,0,10590,0,49410,0,850,6559,0,52591,0,22082,219,0,0,0,0,0,0,0,T000605,TM000203
5,6150,20902,18518,14430,9147,29042,0,30958,0,850,5678,48350,5122,0,8555,2428,10,0,0,10,0,1,0,T000605,TM000203
6,3100,203,55187,1510,56333,13659,5310,41031,0,1050,6637,850,51463,0,6273,620,0,10,0,10,1,0,0,T000605,TM000203
7,3000,12149,14706,30145,0,15021,0,44979,0,1798,3625,30620,23957,0,29871,2401,10,0,50,60,0,1,1,T000605,TM000203
8,6001,20460,22766,10773,20994,10027,0,49973,0,1747,7154,10952,40147,0,18814,1666,0,0,0,0,0,0,0,T000605,TM000203
9,3001,14428,22933,19638,0,7606,24401,27993,0,6250,7250,2001,44499,0,19374,107,0,50,0,50,0,0,1,T000605,TM000203
10,3004,11606,6553,38837,0,2775,30128,27097,0,0,5415,19397,35188,0,38897,0,10,10,0,20,2,1,0,T000605,TM000203
11,3318,8077,13701,34904,0,1790,23041,35169,0,0,6542,0,53458,0,41434,103,0,60,0,60,0,0,1,T000605,TM000203
12,8732,7143,33606,10519,0,211,18953,40836,0,8852,12913,28052,10183,0,25379,104,50,50,50,150,0,0,3,T000605,TM000203
13,0,10546,0,49454,0,1411,0,58589,0,851,2806,0,56343,0,45324,0,0,0,0,0,0,0,0,T000605,TM000203
14,6400,21617,0,31983,0,17469,9653,32878,0,850,10497,17302,31351,0,25796,7755,0,10,50,60,1,0,1,T000605,TM000203
15,10699,21242,10404,17655,0,8903,20599,30498,0,1101,12342,13770,32787,0,16881,310,0,20,0,20,1,1,0,T000605,TM000203
16,6068,15955,0,37977,0,17884,5202,36914,0,3600,7391,12544,36465,0,28458,5220,0,10,50,60,0,1,1,T000605,TM000203
0,0,47646,0,12354,0,49755,0,10245,0,0,60000,0,0,0,0,41929,0,0,0,0,0,0,0,T000827,TM000314
1,0,48841,0,11159,0,39261,0,20739,0,0,60000,0,0,0,0,32113,0,0,0,0,0,0,0,T000827,TM000314
2,5997,12090,0,41913,6517,25226,0,34774,0,854,8763,7491,42892,0,25288,5338,0,0,0,0,0,0,0,T000827,TM000314
3,6740,20029,0,33231,11983,7772,12007,40221,0,1702,20104,12260,25934,0,19162,3166,0,50,0,50,0,0,1,T000827,TM000314
4,11414,10141,4302,34143,0,19467,12302,28231,0,899,7860,8722,42519,0,22549,2055,0,50,0,50,0,0,1,T000827,TM000314
5,5999,22622,10003,21376,7519,2451,26455,31094,0,796,15179,13564,30461,0,22559,409,0,100,0,100,0,0,2,T000827,TM000314
6,6047,17604,5596,30753,0,21155,12752,26093,0,2652,15019,6350,35979,0,17418,3786,0,50,0,50,0,0,1,T000827,TM000314
7,5999,11989,3888,38124,6562,19869,0,40131,0,799,11670,1810,45721,0,21423,823,0,0,0,0,0,0,0,T000827,TM000314
8,6001,25145,965,27889,0,11096,31410,17494,0,0,20497,11086,28417,0,18300,6897,0,60,0,60,0,1,1,T000827,TM000314
9,6000,32464,0,21536,7280,26836,0,33164,0,1697,18142,8274,31887,0,8770,6757,0,0,0,0,0,0,0,T000827,TM000314
10,6050,19517,8652,25781,9583,19758,0,40242,0,854,19339,5751,34056,0,15275,4477,0,0,0,0,0,0,0,T000827,TM000314
11,3000,19964,5051,31985,4694,2373,37639,19988,0,0,18415,0,41585,0,26290,610,0,10,0,10,0,1,0,T000827,TM000314
12,0,25892,0,34108,32382,8373,39955,11672,0,9800,812,0,49388,0,23488,101,0,10,0,10,0,1,0,T000827,TM000314
13,8999,15632,7487,27882,26475,4405,26022,29573,0,850,11911,6956,40283,0,23663,610,0,120,0,120,2,0,2,T000827,TM000314
14,3636,8969,201,47194,0,3346,30908,25746,0,10701,-887,4029,46157,0,36677,0,0,60,0,60,0,1,1,T000827,TM000314
15,8413,20557,12232,18798,26887,713,42782,16505,0,850,9767,12706,36677,0,23875,407,0,50,0,50,0,0,1,T000827,TM000314
16,0,13038,5115,41847,0,4213,20315,35472,0,0,8776,19521,31703,0,35586,1,0,70,10,80,2,1,1,T000827,TM000314
0,0,59386,0,614,0,56303,0,3697,0,0,60000,0,0,0,0,55689,0,0,0,0,0,0,0,T000845,TM000323
1,0,60000,0,0,0,60000,0,0,0,0,60000,0,0,0,0,60000,0,0,0,0,0,0,0,T000845,TM000323
2,0,12700,1115,46185,0,23087,0,36913,0,1750,7060,0,51190,0,34944,6856,0,0,0,0,0,0,0,T000845,TM000323
3,0,0,60000,0,0,52754,0,7246,0,2200,8699,0,49101,0,205,10899,0,0,0,0,0,0,0,T000845,TM000323
4,2999,17322,39358,321,0,14879,41610,3511,0,4351,3864,0,51785,0,2217,1840,0,50,0,50,0,0,1,T000845,TM000323
5,0,23214,19983,16803,0,20030,0,39970,0,6097,1727,0,52176,0,19944,812,0,0,0,0,1,0,0,T000845,TM000323
6,5950,19330,26952,7768,0,56022,0,3978,0,0,8653,29870,21477,0,1635,7194,10,0,0,10,1,0,0,T000845,TM000323
7,2951,18131,0,38918,0,60000,0,0,0,0,361,22783,36856,0,0,361,10,0,10,20,0,1,0,T000845,TM000323
8,3001,40258,0,16741,38711,19619,0,40381,0,6072,1919,0,52009,0,14499,1247,0,0,0,0,0,0,0,T000845,TM000323
9,3051,30951,23951,2047,8129,33361,0,26639,0,980,6079,37770,15171,0,2346,3993,0,0,0,0,0,0,0,T000845,TM000323
10,0,48884,0,11116,0,51209,0,8791,0,5399,188,10434,43979,0,2036,2229,0,0,50,50,0,0,1,T000845,TM000323
11,0,27312,0,32688,0,18994,11952,29054,0,2600,2014,0,55386,0,22720,2350,0,10,0,10,0,1,0,T000845,TM000323
12,8998,28247,7170,15585,0,16265,32620,11115,0,0,29164,7020,23816,0,10649,11158,0,0,0,0,0,0,0,T000845,TM000323
13,0,5006,25732,29262,0,23731,285,35984,0,2599,9297,22483,25621,0,25965,510,50,50,50,150,0,0,3,T000845,TM000323
14,3049,26929,0,30022,0,28777,23070,8153,0,2704,4572,0,52724,0,17388,2050,0,0,0,0,0,0,0,T000845,TM000323
15,0,36603,0,23397,0,36195,5132,18673,0,0,0,0,60000,0,5610,18513,0,50,0,50,0,0,1,T000845,TM000323
16,5950,39283,0,14767,0,27269,18254,14477,0,0,0,0,60000,0,406,18154,0,10,0,10,1,0,0,T000845,TM000323
0,0,60000,0,0,0,60000,0,0,0,0,60000,0,0,0,0,60000,0,0,0,0,0,0,0,T000652,TM000226
1,0,60000,0,0,0,60000,0,0,0,0,60000,0,0,0,0,60000,0,0,0,0,0,0,0,T000652,TM000226
2,4233,4716,0,51051,0,18465,0,41535,0,3151,6807,0,50042,0,34220,1923,0,0,0,0,0,0,0,T000652,TM000226
3,1816,17837,0,40347,1535,10023,17153,32824,0,5384,4287,16364,33965,0,26461,1708,0,50,10,60,0,1,1,T000652,TM000226
4,9591,1636,27492,21281,5070,8463,28118,23419,0,816,11027,30300,17857,0,28758,2634,100,50,0,150,0,0,3,T000652,TM000226
5,5999,13390,10752,29859,0,11340,0,48660,0,872,12746,19306,27076,0,28533,2852,10,0,50,60,1,0,1,T000652,TM000226
6,3001,11100,0,45899,2955,16340,18804,24856,0,5300,744,0,53956,0,29135,106,0,50,0,50,0,0,1,T000652,TM000226
7,12051,10212,15429,22308,10630,14001,10182,35817,0,850,8363,15848,34939,0,23552,2500,0,0,0,0,0,0,0,T000652,TM000226
8,0,16876,9320,33804,0,3730,21177,35093,0,1432,7877,0,50691,0,32390,0,0,60,0,60,1,0,1,T000652,TM000226
9,6049,8552,26385,19014,0,45893,0,14107,0,4814,4320,13153,37713,0,6728,4421,50,0,10,60,0,1,1,T000652,TM000226
10,0,1255,18096,40649,0,8900,30052,21048,0,4610,-1750,0,57140,0,46128,0,10,0,0,10,1,1,0,T000652,TM000226
11,0,9221,0,50779,0,23880,0,36120,0,6301,1809,0,51890,0,27077,213,0,0,0,0,0,0,0,T000652,TM000226
12,6851,624,20111,32414,0,5371,20305,34324,0,1756,3776,0,54468,0,43064,115,10,10,0,20,1,1,0,T000652,TM000226
13,9000,8067,27337,15596,0,10189,27599,22212,0,4648,11521,6482,37349,0,26255,6098,10,50,0,60,0,1,1,T000652,TM000226
14,9001,8886,22221,19892,0,13309,13313,33378,0,850,1745,31068,26337,0,28481,0,0,60,0,60,0,1,1,T000652,TM000226
15,5185,6019,4551,44245,4282,8760,12704,38536,0,0,6185,2006,51809,0,38995,1792,0,50,10,60,1,0,1,T000652,TM000226
16,3866,12700,12506,30928,6945,9178,30412,20410,0,3632,14103,0,42265,0,33270,6231,10,60,0,70,1,1,1,T000652,TM000226
0,0,60000,0,0,0,60000,0,0,0,0,60000,0,0,0,0,60000,0,0,0,0,0,0,0,T000835,TM000318
1,0,60000,0,0,0,60000,0,0,0,0,60000,0,0,0,0,60000,0,0,0,0,0,0,0,T000835,TM000318
2,0,12179,3529,44292,0,15880,0,44120,0,1749,6450,0,51801,0,35484,5520,0,0,0,0,0,0,0,T000835,TM000318
3,9000,26092,2451,22457,0,19960,0,40040,0,0,21237,0,38763,0,9237,3376,0,0,0,0,0,0,0,T000835,TM000318
4,3000,4820,19785,32395,12318,5151,20662,34187,0,0,5692,7651,46657,0,41222,0,50,20,0,70,1,1,1,T000835,TM000318
5,3001,27547,24228,5224,30571,13930,177,45893,0,2199,7692,17304,32805,0,14729,5215,0,0,0,0,0,0,0,T000835,TM000318
6,3001,7023,19654,30322,0,5957,24777,29266,0,0,13150,0,46850,0,34235,104,50,10,0,60,1,0,1,T000835,TM000318
7,6001,13118,18274,22607,0,8709,15533,35758,0,2652,17433,0,39915,0,22333,922,50,0,0,50,0,0,1,T000835,TM000318
8,6050,29487,10175,14288,14448,7741,16277,35982,0,850,16321,9455,33374,0,14826,2048,0,20,10,30,1,2,0,T000835,TM000318
9,0,37572,4776,17652,0,11464,0,48536,0,9202,2920,0,47878,0,11383,1222,50,0,0,50,0,0,1,T000835,TM000318
10,5998,6684,15628,31690,12639,13512,13002,33486,0,2500,2377,22077,33046,0,27376,103,0,0,0,0,0,0,0,T000835,TM000318
11,6002,14968,19924,19106,8379,7912,23557,28531,0,851,17361,13974,27814,0,21937,211,50,30,0,80,2,1,1,T000835,TM000318
12,6048,17516,8752,27684,8123,18760,0,41240,0,0,8748,28652,22600,0,22065,3694,50,0,0,50,0,0,1,T000835,TM000318
13,2951,25435,401,31213,0,12803,7855,39342,0,2702,9786,0,47512,0,18940,921,0,0,0,0,0,1,0,T000835,TM000318
14,3050,41683,4679,10588,12534,4737,14154,41109,0,1999,6891,8100,43010,0,9958,410,0,0,0,0,0,0,0,T000835,TM000318
15,10651,16559,20128,12662,0,11886,14629,33485,0,900,6887,5953,46260,0,18244,1332,60,0,10,70,2,1,1,T000835,TM000318
16,3000,10653,0,46347,0,9450,30074,20476,0,5250,10348,0,44402,0,28052,612,0,0,0,0,1,1,0,T000835,TM000318
0,0,60000,0,0,0,60000,0,0,0,0,60000,0,0,0,0,60000,0,0,0,0,0,0,0,T000627,TM000214
1,0,60000,0,0,0,60000,0,0,0,0,60000,0,0,0,0,60000,0,0,0,0,0,0,0,T000627,TM000214
2,6000,14066,0,39934,4764,18382,0,41618,0,0,14943,0,45057,0,30270,8140,0,0,0,0,0,0,0,T000627,TM000214
3,3000,32264,8552,16184,28233,16573,0,43427,0,0,20543,0,39457,0,15356,5204,0,0,0,0,0,0,0,T000627,TM000214
4,0,8850,0,51150,0,18012,0,41988,0,0,14550,0,45450,0,29336,1149,0,0,0,0,0,0,0,T000627,TM000214
5,3000,16054,4211,36735,31430,26820,0,33180,0,0,6363,0,53637,0,16217,837,0,0,0,0,0,0,0,T000627,TM000214
6,3001,35748,1164,20087,54983,7723,26401,25876,0,1753,8523,0,49724,0,16912,0,0,60,0,60,0,1,1,T000627,TM000214
7,0,9582,17935,32483,10782,2619,23717,33664,0,851,30841,0,28308,0,24653,3778,0,10,0,10,1,0,0,T000627,TM000214
8,3000,24498,17266,15236,22483,6498,14500,39002,0,0,14616,0,45384,0,22802,1194,0,50,0,50,0,0,1,T000627,TM000214
9,0,3477,1187,55336,4187,13133,0,46867,0,7820,13797,0,38383,0,27883,0,50,0,0,50,0,0,1,T000627,TM000214
10,5996,22493,22053,9458,17834,1388,23634,34978,0,4844,26095,0,29061,0,15380,873,0,10,0,10,1,0,0,T000627,TM000214
11,9000,16477,13068,21455,0,516,32568,26916,0,900,28705,9199,21196,0,17109,0,0,10,0,10,0,1,0,T000627,TM000214
12,0,15294,5835,38871,0,3597,25705,30698,0,0,29008,0,30992,0,21196,2138,0,100,0,100,0,0,2,T000627,TM000214
13,0,3684,0,56316,58,4399,28790,26811,0,1747,24282,0,33971,0,27651,0,0,100,0,100,0,0,2,T000627,TM000214
14,6000,18521,9601,25878,29834,4953,14317,40730,0,1750,13038,0,45212,0,20267,957,0,10,0,10,1,0,0,T000627,TM000214
15,5948,12878,12052,29122,0,3220,28390,28390,0,0,17895,10502,31603,0,23289,106,0,60,10,70,1,1,1,T000627,TM000214
16,0,4274,0,55726,0,15465,0,44535,0,0,15348,0,44652,0,30568,619,0,0,0,0,0,0,0,T000627,TM000214
0,0,50110,0,9890,0,57709,0,2291,0,0,56606,0,3394,0,104,45425,0,0,0,0,0,0,0,T000665,TM000233
1,0,56385,0,3615,0,60000,0,0,0,0,60000,0,0,0,0,56385,0,0,0,0,0,0,0,T000665,TM000233
2,0,17569,0,42431,0,14524,0,45476,0,1750,7731,0,50519,0,33943,5746,0,0,0,0,0,0,0,T000665,TM000233
3,0,29446,0,30554,0,15936,8810,35254,0,0,11708,6699,41593,0,19458,3465,0,0,0,0,0,0,0,T000665,TM000233
4,5992,30363,8002,15643,0,10680,8128,41192,0,1701,7962,28357,21980,0,8928,2705,0,0,0,0,0,0,0,T000665,TM000233
5,0,39415,1300,19285,0,6942,41191,11867,0,800,10550,0,48650,0,9178,4152,0,60,0,60,1,0,1,T000665,TM000233
6,9000,17171,6327,27502,0,20038,16315,23647,0,3551,12270,10625,33554,0,17107,2253,0,50,0,50,0,0,1,T000665,TM000233
7,3002,24688,12273,20037,0,12250,16550,31200,0,1747,5110,11873,41270,0,21719,1916,0,100,0,100,0,0,2,T000665,TM000233
8,6001,16121,0,37878,1952,14031,9428,36541,0,851,14195,6504,38450,0,21029,1328,0,50,0,50,0,0,1,T000665,TM000233
9,12001,13592,19401,15006,1621,12148,4978,42874,0,8953,13542,10401,27104,0,11286,4241,0,0,0,0,0,0,0,T000665,TM000233
10,0,21662,0,38338,0,119,35418,24463,0,2911,7298,0,49791,0,31902,225,0,90,0,90,2,2,1,T000665,TM000233
11,5998,15718,11853,26431,0,9729,8138,42133,0,850,15610,4450,39090,0,24042,1296,0,10,0,10,0,1,0,T000665,TM000233
12,3002,34593,5299,17106,0,8029,11943,40028,0,850,17191,0,41959,0,12682,965,0,100,0,100,0,0,2,T000665,TM000233
13,9001,21308,5878,23813,10652,8980,16602,34418,0,849,6402,4551,48198,0,24707,1511,0,50,0,50,0,0,1,T000665,TM000233
14,0,24533,2123,33344,0,995,41815,17190,0,3706,10027,0,46267,0,22675,0,0,60,0,60,1,0,1,T000665,TM000233
15,5999,15616,25550,12835,0,2130,13078,44792,0,850,14343,10656,34151,0,18283,527,0,10,0,10,0,1,0,T000665,TM000233
16,5999,4151,21950,27900,0,427,29098,30475,0,1801,10406,19453,28340,0,34916,0,0,60,0,60,1,0,1,T000665,TM000233
0,0,60000,0,0,0,60000,0,0,0,0,60000,0,0,0,0,60000,0,0,0,0,0,0,0,T000628,TM000214
1,0,60000,0,0,0,60000,0,0,0,0,60000,0,0,0,0,60000,0,0,0,0,0,0,0,T000628,TM000214
2,2998,11364,0,45638,0,15089,4812,40099,0,0,11987,0,48013,0,35449,4902,0,0,0,0,0,0,0,T000628,TM000214
3,6000,16857,5052,32091,0,3522,30515,25963,0,2750,29775,0,27475,0,15829,2068,0,50,0,50,0,0,1,T000628,TM000214
4,3001,6382,6952,43665,5617,12557,16440,31003,0,0,44288,0,15712,0,11267,1762,0,20,0,20,1,1,0,T000628,TM000214
5,3050,9431,11300,36219,3684,9032,28065,22903,0,1100,23224,21849,13827,0,18741,2904,0,0,0,0,0,0,0,T000628,TM000214
6,5999,12230,5903,35868,0,11583,17888,30529,0,0,14892,10750,34358,0,23574,632,50,10,0,60,1,0,1,T000628,TM000214
7,4115,14410,16653,24822,0,16803,0,43197,0,849,26748,7551,24852,0,14523,6649,10,0,0,10,0,1,0,T000628,TM000214
8,11402,10005,13303,25290,0,37037,0,22963,0,5148,14008,3549,37295,0,11377,6953,10,0,0,10,0,1,0,T000628,TM000214
9,11735,7677,24653,15935,8115,17402,30163,12435,0,901,31311,2699,25089,0,8386,13822,10,0,0,10,1,0,0,T000628,TM000214
10,3000,12750,5801,38449,0,11078,25937,22985,0,0,50504,0,9496,0,4571,2701,0,50,0,50,0,0,1,T000628,TM000214
11,6049,5755,11515,36681,0,10568,35570,13862,0,1699,20068,915,37318,0,18740,518,0,50,0,50,0,0,1,T000628,TM000214
12,0,2177,33454,24369,0,1861,30890,27249,0,0,1555,54489,3956,0,51376,107,50,70,10,130,3,1,2,T000628,TM000214
13,0,3827,5836,50337,0,12938,14505,32557,0,0,6006,0,53994,0,40219,412,0,50,0,50,0,0,1,T000628,TM000214
14,0,2391,0,57609,3773,36947,0,23053,0,3496,26244,0,30260,0,12903,1145,0,0,0,0,0,0,0,T000628,TM000214
15,3000,36362,6302,14336,60000,19695,4204,36101,0,0,5649,37015,17336,0,12807,2379,0,10,0,10,0,1,0,T000628,TM000214
16,9000,16506,16699,17795,24235,6120,40715,13165,0,2001,21133,21442,15424,0,18104,1558,0,0,10,10,0,1,0,T000628,TM000214
